row_id,canonical_id,signature_key,path_pattern,generation_delta,side,consanguinity,gender_anchor,seniority,removal,double_kinship,temporal,category,english_term,notes,language_code,language_name,localized_term,variant_type,variant_rank
67,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,pt,Portuguese,pai,primary,0
68,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,id,Indonesian,ayah,primary,0
69,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,vi,Vietnamese,cha,primary,0
70,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,tr,Turkish,baba,primary,0
71,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,ko,Korean,아버지,primary,0
72,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,male,none,0,False,current,direct_ancestor,father,1-up on maternal side,it,Italian,padre,primary,0
73,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,en,English,mother,primary,0
74,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,hi,Hindi,माता,primary,0
75,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ta,Tamil,தாய்,primary,0
76,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,te,Telugu,తల్లి,primary,0
77,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,bn,Bengali,মাতা,primary,0
78,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,mr,Marathi,आई,primary,0
79,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ml,Malayalam,അമ്മ,primary,0
80,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,kn,Kannada,ತಾಯಿ,primary,0
81,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,gu,Gujarati,માતા,primary,0
82,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,pa,Punjabi,ਮਾਂ,primary,0
83,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ur,Urdu,والدہ,primary,0
84,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,es,Spanish,madre,primary,0
85,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,fr,French,mère,primary,0
86,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,de,German,Mutter,primary,0
87,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ar,Arabic,أم,primary,0
88,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,zh,Chinese,母亲,primary,0
89,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ja,Japanese,母,primary,0
90,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ru,Russian,мать,primary,0
91,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,pt,Portuguese,mãe,primary,0
92,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,id,Indonesian,ibu,primary,0
93,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,vi,Vietnamese,mẹ,primary,0
94,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,tr,Turkish,anne,primary,0
95,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,ko,Korean,어머니,primary,0
96,DERIVED,g=-1|p=UP_PARENT|s=maternal|c=blood|x=female|r=0|sn=none|d=0|t=current,UP_PARENT,-1,maternal,blood,female,none,0,False,current,direct_ancestor,mother,1-up on maternal side,it,Italian,madre,primary,0
97,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,en,English,grandfather,primary,0
98,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,hi,Hindi,दादा,primary,0
99,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,ta,Tamil,தாத்தா,primary,0
100,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,te,Telugu,తాత,primary,0
101,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,bn,Bengali,দাদু,primary,0
102,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,mr,Marathi,आजोबा,primary,0
103,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,ml,Malayalam,അപ്പൂപ്പൻ,primary,0
104,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,kn,Kannada,ಅಜ್ಜ,primary,0
105,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,gu,Gujarati,દાદાજી,primary,0
106,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,pa,Punjabi,ਦਾਦਾ,primary,0
107,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,ur,Urdu,دادا,primary,0
108,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,es,Spanish,abuelo,primary,0
109,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,fr,French,grand-père,primary,0
110,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,de,German,Großvater,primary,0
111,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,ar,Arabic,جد,primary,0
112,DERIVED,g=-2|p=UP_PARENT_UP_PARENT|s=paternal|c=blood|x=male|r=0|sn=none|d=0|t=current,UP_PARENT_UP_PARENT,-2,paternal,blood,male,none,0,False,current,direct_ancestor,grandfather,2-up on paternal side,zh,Chinese,祖父,primary,0
